제어번호,제목,저자,발행처,발행년도,ISBN번호,분류기호,대출횟수
000001384503,"시선으로부터, :정세랑 장편소설",정세랑 지음,문학동네,2020,9788954672214,8,6
000001720922,"아름답고 위험한 이름, 비너스 :히가시노 게이고 장편소설",히가시노 게이고 지음,하빌리스 : 대원씨아이,2024,9791172458492,8,6
000000959616,아몬드 :손원평 장편소설,손원평 지음,창비,2017,9788936434267,8,6
000001637018,아몬드 :손원평 장편소설 =Almond,손원평 지음,다즐링,2023,9791198363503,8,6
000001592028,아주 세속적인 지혜 :400년 동안 사랑받은 인생의 고전,발타자르 그라시안 지음,page2: 페이지2북스,2023,9791169850179,1,6
000001550989,"아티스트 웨이, 마음의 소리를 듣는 시간 :세상의 모든 소리에 귀 기울여 나를 바꾸는 법 =The artist's way, listening to your heart",줄리아 캐머런 지음,비즈니스북스,2022,9791162542767,1,6
000001027742,어떻게 원하는 삶을 살 것인가 :선택하고 행동하고 기다려라,저우제린 지음,미래북,2017,9788992289962,3,6
000000896709,여름은 오래 그곳에 남아,마쓰이에 마사시 [지음],비채,2016,9788934972204,8,6
000001633411,여름을 한 입 베어 물었더니 :이꽃님 장편소설,이꽃님 지음,문학동네,2023,9788954694575,8,6
000000272778,여행의 기술,알랭 드 보통 지음,청미래,2011,9788986836448,8,6
000001555910,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,자청 지음,웅진지식하우스 : 웅진씽크빅,2022,9788901260716,3,6
000000002196,예지몽 :히가시노 게이고 소설,히가시노 게이고 [지음],재인,2009,9788990982315,8,6
000001722689,옐로 페이스 :R.F. 쿠앙 장편소설,R.F. 쿠앙 지음,문학사상,2024,9788970125749,8,6
000001521771,오십에 읽는 논어 :굽이치는 인생을 다잡아 주는 공자의 말,최종엽 지음,유노북스,2021,9791190826839,1,6
000001647345,왜 나는 너를 사랑하는가,알랭 드 보통 저,청미래,2022,9788986836837,8,6
000001525757,우리는 여전히 삶을 사랑하는가 =Do we still love life,에리히 프롬 지음,김영사,2022,9788934949671,1,6
000001782952,워런 버핏 웨이,로버트 해그스트롬 지음,상상스퀘어,2025,9791194368137,3,6
000000283583,원미동 사람들 :양귀자 소설,양귀자 [지음],쓰다,2012,9788998441005,8,6
000001746957,"위버멘쉬 :누구의 시선도 아닌, 내 의지대로 살겠다는 선언",프리드리히 니체 지음,Rise(떠오름코퍼레이션),2025,9791192372730,1,6
000001794255,이메르의 거미,치넨 미키토 지음,북다 : 교보문고,2025,9791170612865,8,6
000001575373,인생의 역사 :'공무도하가'에서 '사랑의 발명'까지 : 신형철 시화(詩話),신형철 지음,난다,2022,9791191859379,8,6
000001579803,인어 사냥 :차인표 장편소설 =Hunting mermaids,차인표 지음,해결책,2022,9791191061987,8,6
000001295745,일 잘하는 사람은 단순하게 합니다,박소연 지음,더퀘스트 : 길벗,2019,9791160507386,3,6
000001348049,일의 기쁨과 슬픔 :장류진 소설집,장류진 [지음],창비,2019,9788936438036,8,6
000000035912,자기 앞의 生,에밀 아자르 지음,문학동네,2003,8982816631,8,6
000001746061,자기 앞의 生 :에밀 아자르 장편소설,에밀 아자르 지음,문학동네,2015,8982816631,8,6
000001550980,작별인사 :김영하 장편소설,김영하 지음,복복서가,2022,9791191114225,8,6
000001782858,적절한 좌절 :애착 과잉 시대를 지나는 부모와 자녀를 위한 삶의 지혜,김경일,저녁달: Sapiens Island,2025,9791189217518,1,6
000001645986,전지적 독자 시점 :싱숑 장편소설 .part 4-3 =Omniscient reader's viewpoint,싱숑 지음,비채 : 김영사,2023,9788934967477,8,6
000001651461,전지적 독자 시점 :싱숑 장편소설 .part 5-1 =Omniscient reader's viewpoint,싱숑 지음,비채 : 김영사,2023,9788934967491,8,6
000001525760,조인계획 :히가시노 게이고 장편소설,히가시노 게이고 지음,현대문학,2022,9791167900869,8,6
000001629723,종소리 :닐 셔스터먼 장편소설,닐 셔스터먼 지음,열린책들,2023,9788932923062,8,6
000001240870,종이 동물원 :켄 리우 소설,켄 리우 [지음],황금가지,2018,9791158884680,8,6
000001737924,좋은 사람 도감,묘엔 스구루,서교책방,2025,9791198944047,8,6
000001303971,죽고 싶지만 떡볶이는 먹고 싶어 :백세희 에세이 .2,백세희 [지음],흔,2019,9791196394578,8,6
000001724627,즐거운 어른 :이옥선 산문,이옥선 지음,이야기장수,2024,9791194184034,8,6
000001300732,체리새우 :비밀글입니다 : 황영미 장편소설,황영미 지음,문학동네,2019,9788954654753,8,6
000001745562,침묵의 퍼레이드,히가시노 게이고 지음,재인,2025,9791192483238,8,6
000001626278,칩 워 :누가 반도체 전쟁의 최후 승자가 될 것인가,크리스 밀러 지음,부키,2023,9788960519831,3,6
000000298659,카타리나 블룸의 잃어버린 명예 :혹은 폭력은 어떻게 발생하고 어떤 결과를 가져올수 있는가,하인리히 뵐 [지음],민음사,2008,9788937461804,8,6
000000158623,"토지 :박경리 대하소설 .1 ,제1부 1권",박경리 지음,마로니에북스,2012,9788960532410,8,6
000000246008,투자에 대한 생각,하워드 막스 지음,한국물가정보 : 비즈니스맵,2012,9788962604658,3,6
000001794958,패자의 고백 :미키 아키코 장편소설,미키 아키코 지음,블루홀6(블루홀식스),2025,9791193149553,8,6
000001721069,페이크와 팩트 :왜 합리적 인류는 때때로 멍청해지는가,데이비드 로버트 그라임스 지음,디플롯,2024,9791193591147,1,6
000001370296,페인트 :이희영 장편소설,이희영 지음,창비,2019,9788936459093,8,6
000001796262,"하우스메이드 .3 ,하우스메이드의 집 =The housemaid",프리다 맥파든 지음,Book Plaza(북플라자),2025,9791193324554,8,6
000001350292,"해리 포터 :20years of Harry Potter magic .제1권 1 ,마법사의 돌",J.K. 롤링 지음,문학수첩,2019,9788983927620,8,6
000001611359,핸디맨 =Handy man,프리다 맥파든 지음,Book Plaza(북플라자),2023,9791190157957,8,6
000001738836,행복한 죽음,알베르 카뮈 지음,책세상,2023,9791159319013,8,6
000001728556,행복할 거야 이래도 되나 싶을 정도로 :일홍 에세이,일홍 지음,부크럼,2024,9791162145043,8,6
000001048105,회색 인간,김동식 [지음],요다,2017,9791196222628,8,6
000001643502,흔한남매 .14,흔한남매 원작,MiraeN아이세움: 미래엔,2023,9791168416369,8,6
000001720637,흔한남매 이무기 :이해하면 무서운 이야기 .2,흔한남매 원작,Mirae N 아이세움 : 미래엔,2024,9791168418516,8,6
000001627934,(5천 년 역사가 단숨에 이해되는) 최소한의 한국사,최태성 지음,프런트페이지,2023,9791198243430,9,5
000001786507,(SQL 초보자를 위해 친절하게 설명한) 2025 SQLD SQL 개발자,전용문 지음,위키북스,2025,9791158395681,0,5
000001737368,(뇌과학과 심리학으로 치유하는) 마음의 기술 :뇌를 이해하면 내 마음이 보인다,안-엘렌 클레르,상상스퀘어,2024,9791192389233,1,5
000001737286,(니체의) 위대한 자유 :Friedrich Nietzsche,프리드리히 니체 지음,열림원,2024,9791170402824,1,5
000001509007,(데일 카네기) 자기관리론,데일 카네기 지음,현대지성,2021,9791191280333,1,5
000001795853,(돈도 마음도 낭비 없이 나만의 행복을 버는) 저소비 생활,가제노타미 지음,RHK(알에이치코리아),2025,9788925573229,3,5
000001737361,(리얼) 이탈리아 :이탈리아를 가장 멋지게 여행하는 방법 : 2025~2026년 최신판,양미석,한빛라이프,2025,9791193080450,9,5
000001619901,(방탕하고 쟁취하며 군림하는) 암컷들,루시 쿡 지음,웅진지식하우스: 웅진씽크빅,2023,9788901271514,4,5
000001731168,"(빨간내복야코) 안 읽으면 완전 위험한 과학책 .1 ,일상이 위기",빨간내복야코 원작,위즈덤하우스,2024,9791171712793,4,5
000001667599,(서울 자가에 대기업 다니는) 김 부장 이야기 :특별 합본호,송희구 지음,서삼독,2024,9791198517470,3,5
000001739236,"(슈뻘맨의) 슈퍼 상식 월드컵 .2 ,최강의 곤충",슈뻘맨 원작,주니어김영사: 김영사,2025,9791173320989,0,5
000001793905,"(슈뻘맨의) 슈퍼 상식 월드컵 .3 ,최강의 공룡",슈뻘맨 원작,주니어김영사: 김영사,2025,9791173322822,0,5
000001796168,(알아서 잘하는) 에이전틱 AI 시스템 구축하기,안자나바 비스와스,Jpub(제이펍),2025,9791194587606,0,5
000001629537,"(위로를 주는 빵집) 오렌지 베이커리 :아빠와 딸, 두 사람의 인생을 바꾼 베이킹 이야기 =Orange bakery",키티 테이트,윌북,2023,9791155816189,5,5
000001794940,"(이승조의) 4등분 주식 매매법 :4등분 법칙, 이것만 알면 노후 걱정 필요없다",이승조 지음,메이트북스: 원앤원콘텐츠그룹,2025,9791160029604,3,5
000001334453,(읽으면서 바로 써먹는) 어린이 맞춤법,한날 글·그림,파란정원: 책먹는아이,2019,9791158681647,7,5
000001627913,(읽으면서 바로 써먹는) 어린이 맞춤법 행성,한날 글·그림,파란정원,2023,9791158682538,7,5
000001727299,(읽으면서 바로 써먹는) 어린이 세계 여행,한날 글·그림,파란정원,2024,9791158682798,9,5
000001730254,(진짜 하루만에 이해하는) 제약·바이오 산업,강하나 지음,T.W.I.G(티더블유아이지),2024,9791191590289,3,5
000001652448,"(처음 읽는) 그리스 로마 신화 .4 ,인간의 죄와 벌 =First Greek mythology",최설희 글,Mirae N 아이세움 : 미래엔,2021,9791164137893,2,5
000001795017,(한 걸음 앞선 개발자가 지금 꼭 알아야 할) 클로드 코드,조훈,길벗,2025,9791140715725,0,5
000001651821,"(흔한남매) 과학 탐험대 .9 ,대기와 날씨",흔한남매 원작,주니어김영사: 김영사,2023,9788934946625,4,5
000001757526,"(흔한남매) 세계사 탐험대 .3 ,로마 제국",흔한남매 원작,주니어김영사: 김영사,2025,9791173321757,9,5
000001629702,(흔한남매) 수수께끼 어드벤처 .3,흔한남매 원작,아이세움,2023,9791168415591,3,5
000001723073,(흔한남매) 흔한 게임 .1,흔한남매 원작,Mirae N 아이세움 : 아이세움,2024,9791168418905,6,5
000001634788,(흔한남매의) 흔한 호기심 :일상에서 만나는 과학 상식 .9,흔한남매 원작,MiraeN아이세움: 미래엔,2023,9791168415409,4,5
000001793873,100세 할머니 약국,히루마 에이코 지음,윌마,2025,9791199247833,8,5
000001575436,15초 후에 죽는다 :사카키바야시 메이 단편 연작소설,사카키바야시 메이 지음,블루홀6(블루홀식스),2022,9791189571801,8,5
000001795056,5년 안에 은퇴하는 차트 투자의 공식,김우진 지음,빅베니,2025,9791199314801,3,5
000001410503,5번 레인,은소홀 글,문학동네,2020,9788954674638,8,5
000001783050,80대20 러닝 훈련법 :더 천천히 달리면 더 빠르게 달릴 수 있다,맷 피츠제럴드 지음,빌리버튼,2025,9791192999753,6,5
000001796167,"AI 에이전트를 위한 개인화 추천 알고리즘 :Pyton, 머신러닝, AI, LLM 활용",임일 저,청람,2025,9791194641438,0,5
000001796275,"AI 혁명을 이끈 천재들 :인공지능의 과거, 현재, 미래를 읽다",이승민 지음,좋은습관연구소,2025,9791193639504,0,5
000001794211,ETF 진짜 활용법 :실전은 여기에 있다,정광일 지음,퍼플,2025,9788924165548,3,5
000001314638,가재가 노래하는 곳 :델리아 오언스 장편소설,델리아 오언스 [지음],살림 : 살림출판사,2019,9788952240569,8,5
000001767298,격이 다른 마흔의 사소한 차이 :500만 인사이트가 신뢰하는 조화로운 삶의 최소 조건,클로이 지음,딥앤와이드(Deep&Wide),2025,9791191369649,1,5
000001727255,고전이 답했다 :마땅히 살아야 할 삶에 대하여 : the classics become a weapon of life,고명환 지음,라곰,2024,9791193939130,1,5
000001359747,교통경찰의 밤,히가시노 게이고 지음,하빌리스: 대원씨아이,2019,9791136216182,8,5
000001547394,"군대, 18개월 돌려받기 :수감자의 시간에서 기회의 시간으로",전선재 지음,청년정신,2022,9788958612162,3,5
000001757460,굿 에너지 :망가진 몸을 되살리는 스탠퍼드식 4주 건강 혁명,케이시 민스,한국경제신문 : 한경BP,2025,9788947501545,5,5
000000320836,기술복제시대의 예술작품,발터 벤야민 지음,길,2008,9788987671826,8,5
000001649581,나 없이는 존재하지 않는 세상 :카를로 로벨리의 기묘하고 아름다운 양자 물리학,카를로 로벨리 지음,쌤앤파커스,2023,9791165348472,4,5
000001722219,나는 ETF로 돈 되는 곳에 투자한다 :시장의 주인공을 찾아 만드는 나만의 ETF 포트폴리오,김수정 지음,경이로움 : 사이다경제,2024,9791192445762,3,5
000001271087,나는 매주 시체를 보러 간다 :서울대학교 최고의 '죽음' 강의,유성호 지음,21세기북스: 북이십일,2019,9788950979409,1,5
000001508785,나는 왜 생각이 많을까? :머릿속의 스위치를 끄고 싶을 때 보는 뇌과학 이야기: 뇌과학이 선택한 45가지 단순 사고법,홋타 슈고 지음,서사원,2021,9791168220591,1,5
000001783084,나는 왜 아무것도 하기 싫을까 :나도 모르게 방전된 몸과 마음을 회복하는 뇌과학 처방전,배종빈 지음,포레스트북스: 콘텐츠그룹 포레스트,2025,9791194530374,1,5
000001511360,나는 투자로 30년을 벌었다 :최상위로 올라가는 7가지 투자 습관,한정수 지음,토네이도: 토네이도미디어그룹,2021,9791158512248,3,5
000001638023,나만 그런 게 아니었어 :요시타케 신스케의 유쾌하고 엉뚱한 90가지 생각,요시타케 신스케 지음,김영사,2023,9788934940982,8,5
000001794623,"나의 투자술 :일본 납세 1위, 평범한 회사원 1조 원을 벌다!",기요하라 다쓰로 지음,이레미디어,2025,9791193394748,3,5
000001751328,네버 라이 :프리다 맥파든 장편소설,프리다 맥파든 지음,밝은세상,2025,9788984374973,8,5
000001653198,"놓지 마 초등 영단어 :만화로 재미있게, 단어가 쏙쏙, 영어가 술술~ .1",신태훈,위즈덤하우스,2020,9791190786768,7,5
000001790909,뇌가 멈추기 전에 :서울대학교병원 뇌신경학자의 뇌졸중을 피하고 건강하게 오래 사는 법,이승훈 지음,21세기북스: 북이십일,2025,9791173573699,5,5
000001796673,"다크 심리학 .2 ,휘둘리지 않는 법 : 심리 조작과 압박에서 나를 지키는 방어의 기술 =Dark psychology",다크 인사이트 지음,다크인사이트스튜디오,2025,9791193282427,1,5
000001796600,"다크 심리학 .3 ,설득의 법칙 : 거절을 불가능하게 만드는 심리 트리거와 대화 기술 =Dark psychology",다크 인사이트 지음,다크인사이트스튜디오,2025,9791193282434,1,5
